x,y,SNOW_ON_GROUND_LAST_DAY,COOLING_DEGREE_DAYS,DAYS_WITH_VALID_MIN_TEMP,LAST_UPDATED,FRE_PROVINCE_NAME,LONGITUDE,TOTAL_SNOWFALL,MEAN_TEMPERATURE,NORMAL_PRECIPITATION,NORMAL_SNOWFALL,BRIGHT_SUNSHINE,LOCAL_DATE,ENG_PROVINCE_NAME,STATION_NAME,LOCAL_MONTH,DAYS_WITH_VALID_SNOWFALL,PROVINCE_CODE,DAYS_WITH_VALID_MEAN_TEMP,HEATING_DEGREE_DAYS,DAYS_WITH_VALID_PRECIP,TOTAL_PRECIPITATION,LOCAL_YEAR,MAX_TEMPERATURE,LATITUDE,CLIMATE_IDENTIFIER,DAYS_WITH_VALID_SUNSHINE,MIN_TEMPERATURE,NORMAL_MEAN_TEMPERATURE,DAYS_WITH_VALID_MAX_TEMP,DAYS_WITH_PRECIP_GE_1MM,NORMAL_SUNSHINE,ID
-108.1,49.2,,,0,2014-07-31 11:50:38,SASKATCHEWAN,-108.100,13.9,,,,,1964-11,SASKATCHEWAN,BRACKEN CDA EPF,11,30,SK,0,,30,13.9,1964,,49.200,4030800,,,,0,4,,3165.1964.11
-108.1,49.2,,,0,2014-07-31 11:50:38,SASKATCHEWAN,-108.100,38,,,,,1964-12,SASKATCHEWAN,BRACKEN CDA EPF,12,30,SK,0,,30,38,1964,,49.200,4030800,,,,0,7,,3165.1964.12
-108.1,49.2,,,0,2014-07-31 11:50:38,SASKATCHEWAN,-108.100,29.2,,,,,1965-01,SASKATCHEWAN,BRACKEN CDA EPF,1,31,SK,0,,31,29.2,1965,,49.200,4030800,,,,0,9,,3165.1965.1
-108.1,49.2,,,0,2014-07-31 11:50:38,SASKATCHEWAN,-108.100,22.8,,,,,1965-02,SASKATCHEWAN,BRACKEN CDA EPF,2,28,SK,0,,28,26.6,1965,,49.200,4030800,,,,0,6,,3165.1965.2
-108.1,49.2,,,0,2014-07-31 11:50:38,SASKATCHEWAN,-108.100,31.6,,,,,1965-03,SASKATCHEWAN,BRACKEN CDA EPF,3,31,SK,0,,31,31.6,1965,,49.200,4030800,,,,0,9,,3165.1965.3
-108.1,49.2,,,0,2014-07-31 11:50:38,SASKATCHEWAN,-108.100,12.7,,,,,1965-04,SASKATCHEWAN,BRACKEN CDA EPF,4,30,SK,0,,30,22.9,1965,,49.200,4030800,,,,0,4,,3165.1965.4
-108.1,49.2,,,0,2014-07-31 11:50:38,SASKATCHEWAN,-108.100,0,,,,,1965-05,SASKATCHEWAN,BRACKEN CDA EPF,5,31,SK,0,,31,75.2,1965,,49.200,4030800,,,,0,8,,3165.1965.5
-108.1,49.2,,,0,2014-07-31 11:50:38,SASKATCHEWAN,-108.100,0,,,,,1965-06,SASKATCHEWAN,BRACKEN CDA EPF,6,30,SK,0,,30,106.6,1965,,49.200,4030800,,,,0,12,,3165.1965.6
-108.1,49.2,,,0,2014-07-31 11:50:38,SASKATCHEWAN,-108.100,0,,,,,1965-07,SASKATCHEWAN,BRACKEN CDA EPF,7,31,SK,0,,31,22.2,1965,,49.200,4030800,,,,0,5,,3165.1965.7
-108.1,49.2,,,0,2014-07-31 11:50:38,SASKATCHEWAN,-108.100,0,,,,,1965-08,SASKATCHEWAN,BRACKEN CDA EPF,8,31,SK,0,,31,44,1965,,49.200,4030800,,,,0,4,,3165.1965.8
-108.1,49.2,,,0,2014-07-31 11:50:38,SASKATCHEWAN,-108.100,10.1,,,,,1965-09,SASKATCHEWAN,BRACKEN CDA EPF,9,30,SK,0,,30,59.6,1965,,49.200,4030800,,,,0,6,,3165.1965.9
-108.1,49.2,,,0,2014-07-31 11:50:38,SASKATCHEWAN,-108.100,0,,,,,1965-10,SASKATCHEWAN,BRACKEN CDA EPF,10,31,SK,0,,31,0,1965,,49.200,4030800,,,,0,0,,3165.1965.10
-108.1,49.2,,,0,2014-07-31 11:50:38,SASKATCHEWAN,-108.100,12.7,,,,,1965-11,SASKATCHEWAN,BRACKEN CDA EPF,11,30,SK,0,,30,16.8,1965,,49.200,4030800,,,,0,3,,3165.1965.11
